DATE,TIME,OPEN,HIGH,LOW,CLOSE,VOLUME,,,,,
2013.09.19,00:00:00,1,35171,1,35687,1,35013,1,35298,-1,0
2013.09.20,00:00:00,1,35325,1,35490,1,34980,1,35243,-1,0
2013.09.23,00:00:00,1,35430,1,35448,1,34795,1,34931,-1,0
2013.09.24,00:00:00,1,34938,1,35190,1,34644,1,34736,-1,0
2013.09.25,00:00:00,1,34730,1,35374,1,34619,1,35257,-1,0
2013.09.26,00:00:00,1,35248,1,35320,1,34724,1,34886,-1,0
2013.09.27,00:00:00,1,34880,1,35646,1,34743,1,35228,-1,0
2013.09.30,00:00:00,1,34985,1,35563,1,34777,1,35260,-1,0
2013.10.01,00:00:00,1,35261,1,35883,1,35169,1,35261,-1,0
2013.10.02,00:00:00,1,35275,1,36072,1,35047,1,35789,-1,0
2013.10.03,00:00:00,1,35820,1,36464,1,35777,1,36182,-1,0
2013.10.04,00:00:00,1,36219,1,36319,1,35385,1,35573,-1,0
2013.10.07,00:00:00,1,35648,1,36290,1,35428,1,35808,-1,0
2013.10.08,00:00:00,1,35785,1,36073,1,33533,1,35734,-1,0
2013.10.09,00:00:00,1,35732,1,36049,1,34857,1,35243,-1,0
2013.10.10,00:00:00,1,35246,1,35469,1,34877,1,35198,-1,0
2013.10.11,00:00:00,1,35218,1,35818,1,35180,1,35438,-1,0
2013.10.14,00:00:00,1,35583,1,35979,1,35455,1,35615,-1,0
2013.10.15,00:00:00,1,35626,1,35712,1,34795,1,35234,-1,0
2013.10.16,00:00:00,1,35283,1,35677,1,34729,1,35340,-1,0
2013.10.17,00:00:00,1,35318,1,36820,1,35158,1,36755,-1,0
2013.10.18,00:00:00,1,36753,1,37042,1,36595,1,36860,-1,0
2013.10.21,00:00:00,1,36838,1,36887,1,36512,1,36810,-1,0
2013.10.22,00:00:00,1,36757,1,37921,1,36622,1,37807,-1,0
2013.10.23,00:00:00,1,37820,1,37933,1,37416,1,37757,-1,0
2013.10.24,00:00:00,1,37765,1,38255,1,37646,1,38012,-1,0
2013.10.25,00:00:00,1,38013,1,38325,1,37746,1,38032,-1,0
2013.10.28,00:00:00,1,38075,1,38178,1,37752,1,37849,-1,0
2013.10.29,00:00:00,1,37867,1,38135,1,37364,1,37454,-1,0
2013.10.30,00:00:00,1,37452,1,37855,1,36958,1,37357,-1,0
2013.10.31,00:00:00,1,37368,1,37388,1,35752,1,35834,-1,0
2013.11.01,00:00:00,1,35837,1,35896,1,34801,1,34871,-1,0
2013.11.04,00:00:00,1,34890,1,35245,1,34422,1,35141,-1,0
2013.11.05,00:00:00,1,35133,1,35226,1,34492,1,34743,-1,0
2013.11.06,00:00:00,1,34738,1,35477,1,34678,1,35126,-1,0
2013.11.07,00:00:00,1,35145,1,35291,1,32951,1,34195,-1,0
2013.11.08,00:00:00,1,34180,1,34380,1,33178,1,33713,-1,0
2013.11.11,00:00:00,1,33615,1,34205,1,33448,1,34064,-1,0
2013.11.12,00:00:00,1,34078,1,34564,1,33593,1,34355,-1,0
2013.11.13,00:00:00,1,34335,1,34956,1,33902,1,34870,-1,0
2013.11.14,00:00:00,1,34880,1,34977,1,34184,1,34588,-1,0
2013.11.15,00:00:00,1,34547,1,35056,1,34323,1,34948,-1,0
2013.11.18,00:00:00,1,34963,1,35422,1,34746,1,35056,-1,0
2013.11.19,00:00:00,1,35073,1,35473,1,34878,1,35383,-1,0
2013.11.20,00:00:00,1,35360,1,35793,1,34154,1,34385,-1,0
2013.11.21,00:00:00,1,34386,1,34866,1,33995,1,34819,-1,0
2013.11.22,00:00:00,1,34815,1,35582,1,34624,1,35582,-1,0
2013.11.25,00:00:00,1,35505,1,36400,1,34903,1,35164,-1,0
2013.11.26,00:00:00,1,35190,1,35750,1,35175,1,35723,-1,0
2013.11.27,00:00:00,1,35692,1,36130,1,35579,1,35798,-1,0
2013.11.28,00:00:00,1,35763,1,36189,1,35638,1,36057,-1,0
2013.11.29,00:00:00,1,36067,1,36219,1,35806,1,35910,-1,0
2013.12.02,00:00:00,1,35840,1,36160,1,35261,1,35418,-1,0
2013.12.03,00:00:00,1,35415,1,36139,1,35246,1,35891,-1,0
2013.12.04,00:00:00,1,35910,1,36057,1,35050,1,35931,-1,0
2013.12.05,00:00:00,1,35916,1,36774,1,35433,1,36676,-1,0
2013.12.06,00:00:00,1,36714,1,37065,1,36198,1,37054,-1,0
2013.12.09,00:00:00,1,37130,1,37462,1,36670,1,37387,-1,0
2013.12.10,00:00:00,1,37376,1,37950,1,37343,1,37611,-1,0
2013.12.11,00:00:00,1,37608,1,38109,1,37404,1,37863,-1,0
2013.12.12,00:00:00,1,37868,1,38033,1,37377,1,37533,-1,0
2013.12.13,00:00:00,1,37518,1,37693,1,37091,1,37415,-1,0
2013.12.16,00:00:00,1,37325,1,37988,1,35395,1,37606,-1,0
2013.12.17,00:00:00,1,37610,1,37823,1,37232,1,37681,-1,0
2013.12.18,00:00:00,1,37688,1,38119,1,36746,1,36841,-1,0
2013.12.19,00:00:00,1,36853,1,36940,1,36495,1,36610,-1,0
2013.12.20,00:00:00,1,36630,1,37095,1,36251,1,36749,-1,0
2013.12.23,00:00:00,1,36713,1,37168,1,32725,1,36962,-1,0
2013.12.24,00:00:00,1,36990,1,37027,1,36552,1,36816,-1,0
2013.12.26,00:00:00,1,36702,1,37023,1,36659,1,36911,-1,0
2013.12.27,00:00:00,1,36916,1,38934,1,36874,1,37479,-1,0
2013.12.30,00:00:00,1,37643,1,38191,1,37284,1,38028,-1,0
2013.12.31,00:00:00,1,37979,1,38127,1,37444,1,37458,-1,0
2014.01.02,00:00:00,1,37646,1,37760,1,36297,1,36718,-1,0
2014.01.03,00:00:00,1,36671,1,36721,1,35826,1,35888,-1,0
2014.01.06,00:00:00,1,35933,1,36693,1,35715,1,36282,-1,0
2014.01.07,00:00:00,1,37200,1,37200,1,35966,1,36156,-1,0
2014.01.08,00:00:00,1,36155,1,36352,1,35536,1,35757,-1,0
2014.01.09,00:00:00,1,35785,1,36334,1,35483,1,36081,-1,0
2014.01.10,00:00:00,1,36060,1,36875,1,34513,1,36697,-1,0
2014.01.13,00:00:00,1,36725,1,36850,1,36374,1,36712,-1,0
2014.01.14,00:00:00,1,36697,1,36996,1,36491,1,36792,-1,0
2014.01.15,00:00:00,1,36786,1,36799,1,35813,1,36050,-1,0
2014.01.16,00:00:00,1,36053,1,36497,1,35833,1,36200,-1,0
2014.01.17,00:00:00,1,36177,1,36213,1,35171,1,35413,-1,0
2014.01.20,00:00:00,1,35368,1,36143,1,35078,1,35520,-1,0
2014.01.21,00:00:00,1,35560,1,35693,1,35165,1,35609,-1,0
2014.01.22,00:00:00,1,35613,1,35841,1,35347,1,35474,-1,0
2014.01.23,00:00:00,1,35473,1,36986,1,35304,1,36960,-1,0
2014.01.24,00:00:00,1,36944,1,37397,1,36628,1,36771,-1,0
2014.01.27,00:00:00,1,36788,1,37167,1,36532,1,36736,-1,0
2014.01.28,00:00:00,1,36747,1,36886,1,36291,1,36710,-1,0
2014.01.29,00:00:00,1,36562,1,36849,1,36031,1,36635,-1,0
2014.01.30,00:00:00,1,35850,1,36656,1,35435,1,35543,-1,0
2014.01.31,00:00:00,1,35557,1,35739,1,34791,1,34870,-1,0
2014.02.03,00:00:00,1,34853,1,35356,1,34771,1,35254,-1,0
2014.02.04,00:00:00,1,35293,1,35389,1,34933,1,35183,-1,0
2014.02.05,00:00:00,1,35142,1,35557,1,34989,1,35331,-1,0
2014.02.06,00:00:00,1,35332,1,36190,1,34823,1,35900,-1,0
2014.02.07,00:00:00,1,35915,1,36448,1,35520,1,36350,-1,0
2014.02.10,00:00:00,1,36190,1,36517,1,36178,1,36455,-1,0
2014.02.11,00:00:00,1,36455,1,36831,1,36295,1,36382,-1,0
2014.02.12,00:00:00,1,36390,1,36528,1,35623,1,35932,-1,0
2014.02.13,00:00:00,1,35941,1,36925,1,35850,1,36799,-1,0
2014.02.14,00:00:00,1,36785,1,37152,1,36737,1,36924,-1,0
2014.02.17,00:00:00,1,37044,1,37244,1,36921,1,37069,-1,0
2014.02.18,00:00:00,1,37073,1,37707,1,36945,1,37589,-1,0
2014.02.19,00:00:00,1,37597,1,37733,1,37243,1,37331,-1,0
2014.02.20,00:00:00,1,37365,1,37627,1,36856,1,37187,-1,0
2014.02.21,00:00:00,1,37187,1,37588,1,37020,1,37393,-1,0
2014.02.24,00:00:00,1,37383,1,37726,1,37084,1,37349,-1,0
2014.02.25,00:00:00,1,37338,1,37674,1,37154,1,37451,-1,0
2014.02.26,00:00:00,1,37416,1,37574,1,36618,1,36866,-1,0
2014.02.27,00:00:00,1,36858,1,37268,1,36432,1,37102,-1,0
2014.02.28,00:00:00,1,37081,1,38249,1,36943,1,38021,-1,0
2014.03.03,00:00:00,1,37770,1,37927,1,37262,1,37348,-1,0
2014.03.04,00:00:00,1,37343,1,37818,1,37207,1,37432,-1,0
2014.03.05,00:00:00,1,37431,1,37497,1,37073,1,37336,-1,0
2014.03.06,00:00:00,1,37363,1,38733,1,37214,1,38610,-1,0
2014.03.07,00:00:00,1,38623,1,39153,1,38522,1,38766,-1,0
2014.03.10,00:00:00,1,38762,1,38979,1,38617,1,38764,-1,0
2014.03.11,00:00:00,1,38768,1,38788,1,38339,1,38599,-1,0
2014.03.12,00:00:00,1,38598,1,39144,1,38435,1,39033,-1,0
2014.03.13,00:00:00,1,39050,1,39669,1,38457,1,38693,-1,0
2014.03.14,00:00:00,1,38699,1,39379,1,38478,1,39140,-1,0
2014.03.17,00:00:00,1,39125,1,39479,1,38792,1,39219,-1,0
2014.03.18,00:00:00,1,39228,1,39433,1,38800,1,39342,-1,0
2014.03.19,00:00:00,1,39318,1,39345,1,38098,1,38328,-1,0
2014.03.20,00:00:00,1,38292,1,38452,1,37495,1,37786,-1,0
2014.03.21,00:00:00,1,37780,1,38109,1,37658,1,37925,-1,0
2014.03.24,00:00:00,1,38063,1,38760,1,37604,1,38389,-1,0
2014.03.25,00:00:00,1,38367,1,38472,1,37493,1,38266,-1,0
2014.03.26,00:00:00,1,38244,1,38278,1,37766,1,37792,-1,0
2014.03.27,00:00:00,1,37848,1,37970,1,37285,1,37406,-1,0
2014.03.28,00:00:00,1,37418,1,37733,1,37048,1,37517,-1,0
2014.03.31,00:00:00,1,37608,1,38090,1,37218,1,37689,-1,0
2014.04.01,00:00:00,1,37720,1,38158,1,37693,1,37929,-1,0
2014.04.02,00:00:00,1,37919,1,38205,1,37533,1,37674,-1,0
2014.04.03,00:00:00,1,37644,1,38072,1,36982,1,37201,-1,0
2014.04.04,00:00:00,1,37185,1,37316,1,36728,1,37029,-1,0
2014.04.07,00:00:00,1,36988,1,37491,1,36964,1,37416,-1,0
2014.04.08,00:00:00,1,37420,1,38117,1,37374,1,37970,-1,0
2014.04.09,00:00:00,1,37969,1,38621,1,37801,1,38553,-1,0
2014.04.10,00:00:00,1,38538,1,38993,1,38361,1,38862,-1,0
2014.04.11,00:00:00,1,38884,1,39060,1,38635,1,38842,-1,0
2014.04.14,00:00:00,1,38538,1,38635,1,38084,1,38207,-1,0
2014.04.15,00:00:00,1,38194,1,38334,1,37902,1,38146,-1,0
2014.04.16,00:00:00,1,38134,1,38512,1,38035,1,38153,-1,0
2014.04.17,00:00:00,1,38161,1,38650,1,38111,1,38138,-1,0
2014.04.18,00:00:00,1,38149,1,38226,1,38086,1,38109,-1,0
2014.04.21,00:00:00,1,38165,1,38309,1,37873,1,37928,-1,0
2014.04.22,00:00:00,1,37936,1,38248,1,37852,1,38052,-1,0
2014.04.23,00:00:00,1,38057,1,38548,1,38004,1,38169,-1,0
2014.04.24,00:00:00,1,38159,1,38437,1,37915,1,38317,-1,0
2014.04.25,00:00:00,1,38298,1,38484,1,38270,1,38351,-1,0
2014.04.28,00:00:00,1,38414,1,38795,1,38148,1,38512,-1,0
2014.04.29,00:00:00,1,38542,1,38793,1,38057,1,38119,-1,0
2014.04.30,00:00:00,1,38114,1,38769,1,37733,1,38672,-1,0
2014.05.01,00:00:00,1,38667,1,38893,1,38628,1,38693,-1,0
2014.05.02,00:00:00,1,38682,1,38817,1,38123,1,38703,-1,0
2014.05.05,00:00:00,1,38773,1,38866,1,38646,1,38754,-1,0
2014.05.06,00:00:00,1,38747,1,39514,1,38723,1,39278,-1,0
2014.05.07,00:00:00,1,39276,1,39388,1,39102,1,39102,-1,0
2014.05.08,00:00:00,1,39114,1,39939,1,38330,1,38399,-1,0
2014.05.09,00:00:00,1,38385,1,38446,1,37449,1,37581,-1,0
2014.05.12,00:00:00,1,37575,1,37750,1,37495,1,37574,-1,0
2014.05.13,00:00:00,1,37580,1,37716,1,36890,1,37034,-1,0
2014.05.14,00:00:00,1,37033,1,37309,1,36981,1,37146,-1,0
2014.05.15,00:00:00,1,37130,1,37328,1,36485,1,37093,-1,0
2014.05.16,00:00:00,1,37098,1,37268,1,36855,1,36939,-1,0
2014.05.19,00:00:00,1,36963,1,37344,1,36951,1,37092,-1,0
2014.05.20,00:00:00,1,37106,1,37139,1,36781,1,37015,-1,0
2014.05.21,00:00:00,1,37001,1,37236,1,36341,1,36867,-1,0
2014.05.22,00:00:00,1,36865,1,36881,1,36454,1,36558,-1,0
2014.05.23,00:00:00,1,36559,1,36575,1,36157,1,36287,-1,0
2014.05.26,00:00:00,1,36252,1,36545,1,36157,1,36457,-1,0
2014.05.27,00:00:00,1,36452,1,36686,1,36128,1,36346,-1,0
2014.05.28,00:00:00,1,36354,1,36379,1,35887,1,35910,-1,0
2014.05.29,00:00:00,1,35925,1,36258,1,35863,1,36019,-1,0
2014.05.30,00:00:00,1,36033,1,36503,1,35986,1,36344,-1,0
2014.06.02,00:00:00,1,36323,1,36362,1,35880,1,35967,-1,0
2014.06.03,00:00:00,1,35984,1,36480,1,35863,1,36276,-1,0
2014.06.04,00:00:00,1,36278,1,36390,1,35966,1,35987,-1,0
2014.06.05,00:00:00,1,36004,1,36700,1,35031,1,36605,-1,0
2014.06.06,00:00:00,1,36631,1,36773,1,36211,1,36431,-1,0
2014.06.09,00:00:00,1,36455,1,36689,1,35826,1,35939,-1,0
2014.06.10,00:00:00,1,35932,1,36020,1,35336,1,35478,-1,0
2014.06.11,00:00:00,1,35456,1,35573,1,35216,1,35315,-1,0
2014.06.12,00:00:00,1,35334,1,35722,1,35124,1,35522,-1,0
2014.06.13,00:00:00,1,35516,1,35791,1,35211,1,35388,-1,0
2014.06.16,00:00:00,1,35408,1,35798,1,35129,1,35736,-1,0
2014.06.17,00:00:00,1,35728,1,35872,1,35363,1,35470,-1,0
2014.06.18,00:00:00,1,35466,1,35996,1,35418,1,35955,-1,0
2014.06.19,00:00:00,1,35904,1,36437,1,35844,1,36077,-1,0
2014.06.20,00:00:00,1,36065,1,36342,1,35644,1,35999,-1,0
2014.06.23,00:00:00,1,35957,1,36136,1,35742,1,36047,-1,0
2014.06.24,00:00:00,1,36027,1,36277,1,35836,1,36061,-1,0
2014.06.25,00:00:00,1,36066,1,36513,1,36006,1,36287,-1,0
2014.06.26,00:00:00,1,36307,1,36414,1,35761,1,36117,-1,0
2014.06.27,00:00:00,1,36122,1,36509,1,36100,1,36504,-1,0
2014.06.30,00:00:00,1,36455,1,36978,1,36404,1,36922,-1,0
2014.07.01,00:00:00,1,36929,1,37006,1,36757,1,36791,-1,0
2014.07.02,00:00:00,1,36803,1,36825,1,36418,1,36593,-1,0
2014.07.03,00:00:00,1,36574,1,36648,1,35962,1,36102,-1,0
2014.07.04,00:00:00,1,36099,1,36113,1,35854,1,35944,-1,0
2014.07.07,00:00:00,1,35968,1,36093,1,35760,1,36048,-1,0
2014.07.08,00:00:00,1,36050,1,36175,1,35881,1,36120,-1,0
2014.07.09,00:00:00,1,36114,1,36487,1,36024,1,36415,-1,0
2014.07.10,00:00:00,1,36418,1,36508,1,35893,1,36089,-1,0
2014.07.11,00:00:00,1,36079,1,36249,1,35918,1,36075,-1,0
2014.07.14,00:00:00,1,36060,1,36403,1,35975,1,36191,-1,0
2014.07.15,00:00:00,1,36208,1,36282,1,35621,1,35678,-1,0
2014.07.16,00:00:00,1,35689,1,35714,1,35208,1,35251,-1,0
2014.07.17,00:00:00,1,35244,1,35406,1,35166,1,35261,-1,0
2014.07.18,00:00:00,1,35259,1,35361,1,34911,1,35251,-1,0
2014.07.21,00:00:00,1,35268,1,35493,1,35131,1,35236,-1,0
2014.07.22,00:00:00,1,35235,1,35297,1,34590,1,34658,-1,0
2014.07.23,00:00:00,1,34658,1,34743,1,34552,1,34635,-1,0
2014.07.24,00:00:00,1,34599,1,34850,1,34382,1,34636,-1,0
2014.07.25,00:00:00,1,34636,1,34757,1,34213,1,34297,-1,0
2014.07.28,00:00:00,1,34321,1,34441,1,34270,1,34398,-1,0
2014.07.29,00:00:00,1,34394,1,34447,1,34043,1,34088,-1,0
2014.07.30,00:00:00,1,34109,1,34154,1,33669,1,33970,-1,0
2014.07.31,00:00:00,1,33962,1,34006,1,33715,1,33905,-1,0
2014.08.01,00:00:00,1,33892,1,34449,1,33786,1,34275,-1,0
2014.08.04,00:00:00,1,34275,1,34313,1,34096,1,34219,-1,0
2014.08.05,00:00:00,1,34224,1,34248,1,33584,1,33762,-1,0
2014.08.06,00:00:00,1,33744,1,33870,1,33331,1,33826,-1,0
2014.08.07,00:00:00,1,33855,1,33940,1,33372,1,33636,-1,0
2014.08.08,00:00:00,1,33626,1,34327,1,33436,1,34091,-1,0
2014.08.11,00:00:00,1,34073,1,34120,1,33804,1,33850,-1,0
2014.08.12,00:00:00,1,33848,1,33863,1,33361,1,33694,-1,0
2014.08.13,00:00:00,1,33679,1,34158,1,33424,1,33645,-1,0
2014.08.14,00:00:00,1,33647,1,34079,1,33486,1,33650,-1,0
2014.08.15,00:00:00,1,33672,1,34119,1,33589,1,34010,-1,0
2014.08.18,00:00:00,1,33970,1,33993,1,33531,1,33635,-1,0
2014.08.19,00:00:00,1,33632,1,33634,1,33133,1,33199,-1,0
2014.08.20,00:00:00,1,33197,1,33246,1,32554,1,32595,-1,0
2014.08.21,00:00:00,1,32598,1,32886,1,32421,1,32809,-1,0
2014.08.22,00:00:00,1,32814,1,32967,1,32208,1,32426,-1,0
2014.08.25,00:00:00,1,32020,1,32105,1,31838,1,31922,-1,0
2014.08.26,00:00:00,1,31925,1,32152,1,31647,1,31675,-1,0
2014.08.27,00:00:00,1,31687,1,32100,1,31528,1,31930,-1,0
2014.08.28,00:00:00,1,31935,1,32209,1,31596,1,31822,-1,0
2014.08.29,00:00:00,1,31839,1,31963,1,31317,1,31320,-1,0
2014.09.01,00:00:00,1,31313,1,31456,1,31192,1,31287,-1,0
2014.09.02,00:00:00,1,31273,1,31369,1,31103,1,31332,-1,0
2014.09.03,00:00:00,1,31320,1,31600,1,31223,1,31504,-1,0
2014.09.04,00:00:00,1,31501,1,31542,1,29201,1,29438,-1,0
2014.09.05,00:00:00,1,29392,1,29893,1,29221,1,29516,-1,0
2014.09.08,00:00:00,1,29573,1,29591,1,28814,1,28947,-1,0
2014.09.09,00:00:00,1,28957,1,29575,1,28594,1,29377,-1,0
2014.09.10,00:00:00,1,29409,1,29630,1,28838,1,29169,-1,0
2014.09.11,00:00:00,1,29147,1,29520,1,28972,1,29243,-1,0
2014.09.12,00:00:00,1,29212,1,29794,1,29089,1,29632,-1,0
2014.09.15,00:00:00,1,29691,1,29704,1,29088,1,29402,-1,0
2014.09.16,00:00:00,1,29403,1,29955,1,29224,1,29598,-1,0
2014.09.17,00:00:00,1,29618,1,29815,1,28523,1,28650,-1,0
2014.09.18,00:00:00,1,28623,1,29309,1,28346,1,29233,-1,0
2014.09.19,00:00:00,1,29177,1,29290,1,28280,1,28291,-1,0
2014.09.22,00:00:00,1,28310,1,28679,1,28164,1,28494,-1,0
2014.09.23,00:00:00,1,28489,1,29013,1,28427,1,28465,-1,0
2014.09.24,00:00:00,1,28483,1,28639,1,27743,1,27805,-1,0
2014.09.25,00:00:00,1,27798,1,27834,1,26967,1,27506,-1,0
2014.09.26,00:00:00,1,27492,1,27608,1,26769,1,26828,-1,0
2014.09.29,00:00:00,1,26825,1,27151,1,26638,1,26855,-1,0
2014.09.30,00:00:00,1,26878,1,27024,1,25712,1,26307,-1,0
2014.10.01,00:00:00,1,26298,1,26397,1,25837,1,26227,-1,0
2014.10.02,00:00:00,1,26173,1,26990,1,26137,1,26689,-1,0
2014.10.03,00:00:00,1,26700,1,26748,1,25007,1,25150,-1,0
2014.10.06,00:00:00,1,25145,1,26749,1,25090,1,26553,-1,0
2014.10.07,00:00:00,1,26568,1,26821,1,25838,1,26689,-1,0
2014.10.08,00:00:00,1,26657,1,27489,1,26224,1,27338,-1,0
2014.10.09,00:00:00,1,27321,1,27915,1,26636,1,26908,-1,0
2014.10.10,00:00:00,1,26910,1,27166,1,26056,1,26301,-1,0
2014.10.13,00:00:00,1,26250,1,27615,1,26215,1,27519,-1,0
2014.10.14,00:00:00,1,27539,1,27588,1,26401,1,26579,-1,0
2014.10.15,00:00:00,1,26578,1,28873,1,26248,1,28376,-1,0
2014.10.16,00:00:00,1,28289,1,28451,1,27059,1,28095,-1,0
2014.10.17,00:00:00,1,28093,1,28370,1,27442,1,27608,-1,0
2014.10.20,00:00:00,1,27571,1,28170,1,27313,1,28003,-1,0
2014.10.21,00:00:00,1,27991,1,28405,1,27143,1,27157,-1,0
2014.10.22,00:00:00,1,27160,1,27398,1,26373,1,26483,-1,0
2014.10.23,00:00:00,1,26448,1,26769,1,26138,1,26464,-1,0
2014.10.24,00:00:00,1,26488,1,26959,1,26351,1,26703,-1,0
2014.10.27,00:00:00,1,26770,1,27235,1,26658,1,26986,-1,0
2014.10.28,00:00:00,1,26983,1,27650,1,26848,1,27345,-1,0
2014.10.29,00:00:00,1,27326,1,27708,1,26312,1,26320,-1,0
2014.10.30,00:00:00,1,26298,1,26395,1,25470,1,26133,-1,0
2014.10.31,00:00:00,1,26142,1,26177,1,24857,1,25246,-1,0
2014.11.03,00:00:00,1,25133,1,25135,1,24393,1,24821,-1,0
2014.11.04,00:00:00,1,24828,1,25776,1,24824,1,25466,-1,0
2014.11.05,00:00:00,1,25455,1,25673,1,24575,1,24857,-1,0
2014.11.06,00:00:00,1,24848,1,25336,1,23646,1,23751,-1,0
2014.11.07,00:00:00,1,23747,1,24699,1,23582,1,24558,-1,0
2014.11.10,00:00:00,1,24655,1,25095,1,24188,1,24208,-1,0
2014.11.11,00:00:00,1,24220,1,24996,1,23943,1,24752,-1,0
2014.11.12,00:00:00,1,24703,1,24979,1,24193,1,24382,-1,0
2014.11.13,00:00:00,1,24390,1,24918,1,24267,1,24765,-1,0
2014.11.14,00:00:00,1,24754,1,25466,1,23986,1,25255,-1,0
2014.11.17,00:00:00,1,25288,1,25776,1,24451,1,24500,-1,0
2014.11.18,00:00:00,1,24515,1,25455,1,24433,1,25362,-1,0
2014.11.19,00:00:00,1,25325,1,26010,1,25125,1,25541,-1,0
2014.11.20,00:00:00,1,25528,1,25755,1,25043,1,25395,-1,0
2014.11.21,00:00:00,1,25398,1,25685,1,23749,1,23921,-1,0
2014.11.24,00:00:00,1,23738,1,24447,1,23628,1,24426,-1,0
2014.11.25,00:00:00,1,24408,1,24873,1,24021,1,24746,-1,0
2014.11.26,00:00:00,1,24745,1,25323,1,24438,1,25060,-1,0
2014.11.27,00:00:00,1,25067,1,25237,1,24648,1,24673,-1,0
2014.11.28,00:00:00,1,24680,1,24905,1,24265,1,24515,-1,0
2014.12.01,00:00:00,1,24510,1,25067,1,24193,1,24698,-1,0
2014.12.02,00:00:00,1,24713,1,24763,1,23770,1,23830,-1,0
2014.12.03,00:00:00,1,23820,1,23908,1,23013,1,23111,-1,0
2014.12.04,00:00:00,1,23090,1,24564,1,22813,1,23789,-1,0
2014.12.05,00:00:00,1,23790,1,23931,1,22711,1,22827,-1,0
2014.12.08,00:00:00,1,22845,1,23440,1,22473,1,23173,-1,0
2014.12.09,00:00:00,1,23164,1,24480,1,22922,1,23741,-1,0
2014.12.10,00:00:00,1,23726,1,24484,1,23622,1,24480,-1,0
2014.12.11,00:00:00,1,24445,1,24953,1,23702,1,24107,-1,0
2014.12.12,00:00:00,1,24090,1,24856,1,23845,1,24620,-1,0
2014.12.15,00:00:00,1,24689,1,24789,1,24147,1,24368,-1,0
2014.12.16,00:00:00,1,24387,1,25700,1,24356,1,25110,-1,0
2014.12.17,00:00:00,1,25106,1,25162,1,23207,1,23418,-1,0
2014.12.18,00:00:00,1,23415,1,23529,1,22658,1,22862,-1,0
2014.12.19,00:00:00,1,22852,1,23023,1,22204,1,22296,-1,0
2014.12.22,00:00:00,1,22248,1,22727,1,22167,1,22298,-1,0
2014.12.23,00:00:00,1,22280,1,22458,1,21648,1,21724,-1,0
2014.12.24,00:00:00,1,21743,1,22200,1,21697,1,22040,-1,0
2014.12.26,00:00:00,1,22080,1,22223,1,21687,1,21798,-1,0
